Custom Visual,Publisher,Description,Version,LegalTerms,PrivacyPolicyUrl,SupportLink,Release Date,AppSource Link,Is Certified,Versioned pbiviz,Visual GUID
Punchcard (Tabular Bubble Chart) by Squillion,Squillion Technology Private Limited,"PunchCard for Data Analysis: Multi-Category Support, Dynamic Bubble Charts, Pie/Donut Transformation",1.0.0.2,https://go.microsoft.com/fwlink/?linkid=2041178,https://www.squillion.tech/privacy-policy/,https://www.squillion.tech/contact/,10/22/2024,https://appsource.microsoft.com/en-us/product/power-bi-visuals/d578949a-5c9c-4ad1-b4c3-fb1659e55fd5.punchcard-tabular-bubble-squillion,Certified,https://github.com/DataChant/PowerBI-Visuals-AppSource/blob/main/All%20Visuals/PBIVIZ%20with%20versions/PunchCard.1.0.0.2.pbiviz,PunchCard
Sales Velocity Compass By Office Solution,Office Solution,The Sales Velocity Compass is a visual tool in Power BI that displays key sales metrics.,1.0.0.3,https://go.microsoft.com/fwlink/?linkid=2041178,https://innovationalofficesolution.com/assets/powerbi/Privacy-Policy-Chart-SalesVelocityCompass.pdf,https://innovationalofficesolution.com/power-bi-custom-charts,10/22/2024,https://appsource.microsoft.com/en-us/product/power-bi-visuals/officesolution1640276900203.sales_velocity_compass_by_office_solution,Certified,https://github.com/DataChant/PowerBI-Visuals-AppSource/blob/main/All%20Visuals/PBIVIZ%20with%20versions/salesVelocityByOfficeSolution.1.0.0.3.pbiviz,salesVelocityByOfficeSolution
Simple Image,Vincent Faigt,A simple visual to display images based on your data. Supports URL or Base64 encoded images.,1.0.2.0,https://go.microsoft.com/fwlink/?linkid=2041178,https://nextanalytics.co.uk/privacy-policy-for-simple-image,https://nextanalytics.co.uk/simple-image,10/22/2024,https://appsource.microsoft.com/en-us/product/power-bi-visuals/WA104381835,Not Certified,https://github.com/DataChant/PowerBI-Visuals-AppSource/blob/main/All%20Visuals/PBIVIZ%20with%20versions/simpleImageEBC4593F96F1425FB3D84C5BF02B5075.1.0.2.0.pbiviz,simpleImageEBC4593F96F1425FB3D84C5BF02B5075
Slim data bar KPI Visual,DellCable,A power bi custom visual providing a slim data bar visual for KPI based analysis.,1.0.0.0,https://go.microsoft.com/fwlink/?linkid=2041178,https://github.com/tsansome/powerbi-databarkpivisual/blob/master/PRIVACY.MD,https://community.powerbi.com/,10/22/2024,https://appsource.microsoft.com/en-us/product/power-bi-visuals/WA104381544,Not Certified,https://github.com/DataChant/PowerBI-Visuals-AppSource/blob/main/All%20Visuals/PBIVIZ%20with%20versions/databarKPIB8060E2B144244C5A38807466893C9F5.1.0.0.0.pbiviz,databarKPIB8060E2B144244C5A38807466893C9F5
Slope Chart by MAQ Software,MAQ LLC,Show upward or downward trends between two data points.,3.0.3.0,https://go.microsoft.com/fwlink/?linkid=2041178,https://maqsoftware.com/privacystatement,https://maqsoftware.com/expertise/powerbi,10/22/2024,https://appsource.microsoft.com/en-us/product/power-bi-visuals/WA104381393,Not Certified,https://github.com/DataChant/PowerBI-Visuals-AppSource/blob/main/All%20Visuals/PBIVIZ%20with%20versions/SlopeChartRHTMLA849C818E46E4556B53BF9C8E9E82798.3.0.3.0.pbiviz,SlopeChartRHTMLA849C818E46E4556B53BF9C8E9E82798
Soza Health Dial,Soza Health,Customisable dial to display a number between 0 and 100. As an SVG it will scale to any size.,3.0.0.0,https://sozahealth.com/wp-content/uploads/2020/12/Soza_EULA_UK_2020.pdf,https://sozahealth.com/privacy/,https://sozahealth.com/contact/,10/22/2024,https://appsource.microsoft.com/en-us/product/power-bi-visuals/WA200002743,Certified,https://github.com/DataChant/PowerBI-Visuals-AppSource/blob/main/All%20Visuals/PBIVIZ%20with%20versions/te10180DAFCC6814BA88D4853A092161FF3.3.0.0.0.pbiviz,te10180DAFCC6814BA88D4853A092161FF3
Tachometer,Annik Inc,A highly customizable gauge visual.,3.0.1.0,https://go.microsoft.com/fwlink/?linkid=2041178,https://www.annik.com/privacy-policy/,https://www.annik.com/pbisupport/,10/22/2024,https://appsource.microsoft.com/en-us/product/power-bi-visuals/WA104380937,Certified,https://github.com/DataChant/PowerBI-Visuals-AppSource/blob/main/All%20Visuals/PBIVIZ%20with%20versions/Tachometer1474636471549.3.0.1.0.pbiviz,Tachometer1474636471549
Tassels Parallel Sets Slicer,Wishyoulization,An interactive parallel sets based visual slicer for exploring multi-categorical data.,1.0.0.0,https://go.microsoft.com/fwlink/?linkid=2041178,https://www.wishyoulization.com/privacy-policy,https://www.wishyoulization.com/powerbi,10/22/2024,https://appsource.microsoft.com/en-us/product/power-bi-visuals/WA200000311,Not Certified,https://github.com/DataChant/PowerBI-Visuals-AppSource/blob/main/All%20Visuals/PBIVIZ%20with%20versions/wishyoulizationtassels.1.0.0.0.pbiviz,wishyoulizationtassels
Text Highlighter,Peaks & Pies GmbH,This visual lets you highlight words and phrases in a text by changing the color.,1.0.0.0,https://go.microsoft.com/fwlink/?linkid=2041178,https://peaksandpies.com/blog/privacy-policy-text-highlighter/,https://peaksandpies.com/blog/support-text-highlighter/,10/22/2024,https://appsource.microsoft.com/en-us/product/power-bi-visuals/WA200002426,Certified,https://github.com/DataChant/PowerBI-Visuals-AppSource/blob/main/All%20Visuals/PBIVIZ%20with%20versions/texthighlightingAEE72038AFFF45189939681109193A03.1.0.0.0.pbiviz,texthighlightingAEE72038AFFF45189939681109193A03
TheraTraQ Pipeline Diamond,TheraTraq, Display various phases of a process and related data in a horizontal view.,1.0.4.0,https://sharepointwebpartassets.blob.core.windows.net/$web/EULA.pdf,https://sharepointwebpartassets.blob.core.windows.net/$web/PrivacyStatement.pdf,https://sharepointwebpartassets.blob.core.windows.net/$web/pipeline-diamond.html,10/22/2024,https://appsource.microsoft.com/en-us/product/power-bi-visuals/WA200001819,Certified,https://github.com/DataChant/PowerBI-Visuals-AppSource/blob/main/All%20Visuals/PBIVIZ%20with%20versions/pipelineVariation2F63E952B62F640B082C360CB29E75360.1.0.4.0.pbiviz,pipelineVariation2F63E952B62F640B082C360CB29E75360
Timeline Basic,TheraTraq, Visualize your events in a timeline view.,1.0.5.0,https://sharepointwebpartassets.blob.core.windows.net/$web/EULA.pdf,https://sharepointwebpartassets.blob.core.windows.net/$web/PrivacyStatement.pdf,https://sharepointwebpartassets.blob.core.windows.net/$web/timeline-basic.html,10/22/2024,https://appsource.microsoft.com/en-us/product/power-bi-visuals/WA200002993,Certified,https://github.com/DataChant/PowerBI-Visuals-AppSource/blob/main/All%20Visuals/PBIVIZ%20with%20versions/timelineVariation3D7EACB3A04E64A5FA9D86F6E035F3524.1.0.5.0.pbiviz,timelineVariation3D7EACB3A04E64A5FA9D86F6E035F3524
Trading Chart by MAQ Software,MAQ LLC,"​Break down historical trading records into a simple, color-coded chart.",4.0.0.0,https://maqsoftware.com/pbivisualseula,https://maqsoftware.com/privacystatement,https://maqsoftware.com/expertise/powerbi,10/22/2024,https://appsource.microsoft.com/en-us/product/power-bi-visuals/WA104380823,Certified,https://github.com/DataChant/PowerBI-Visuals-AppSource/blob/main/All%20Visuals/PBIVIZ%20with%20versions/StockChart1464746768122.4.0.0.0.pbiviz,StockChart1464746768122
U-Chart by PQ Systems,PQ Systems,An SPC chart for analyzing process behavior of data with nonconformities of events per unit.,1.1.325.1,https://www.pqsystems.com/quality-solutions/statistical-process-control/PI-VIZpack/license-agreement.php,https://www.pqsystems.com/quality-solutions/statistical-process-control/PI-VIZpack/privacy-policy.php,https://www.pqsystems.com/PowerBISupport,10/22/2024,https://appsource.microsoft.com/en-us/product/power-bi-visuals/WA200000963,Not Certified,https://github.com/DataChant/PowerBI-Visuals-AppSource/blob/main/All%20Visuals/PBIVIZ%20with%20versions/uchart42E8DF98F1244DB799B2A8A65DBCB226.1.1.325.1.pbiviz,uchart42E8DF98F1244DB799B2A8A65DBCB226
Video Pro by CloudScope,"CloudScope, LLC",Make your reports come alive with the power of video,2.1.0.1,https://www.cloudscope.io/support/custom-visualizations/eula,https://www.cloudscope.io/support/custom-visualizations/privacy,https://www.cloudscope.io/support/custom-visualizations/video,10/22/2024,https://appsource.microsoft.com/en-us/product/power-bi-visuals/cloudscopellc1581804531260.video_pro_by_cloudscope,Certified,https://github.com/DataChant/PowerBI-Visuals-AppSource/blob/main/All%20Visuals/PBIVIZ%20with%20versions/video508C8BC265454E47B191A0F71805E6F3.2.1.0.1.pbiviz,video508C8BC265454E47B191A0F71805E6F3
VitaraCharts - MicroChart,Vitara LLC,Compact visual representation of key metrics in various formats in a grid layout,1.0.2.0,https://go.microsoft.com/fwlink/?linkid=2041178,https://www.vitara.co/privacy-policy,https://www.vitara.co/support-powerbi-charts,10/22/2024,https://appsource.microsoft.com/en-us/product/power-bi-visuals/WA104381165,Not Certified,https://github.com/DataChant/PowerBI-Visuals-AppSource/blob/main/All%20Visuals/PBIVIZ%20with%20versions/vitarachartsMicrochart0A1B0D2B8A234CE5923234CD03573361.1.0.2.0.pbiviz,vitarachartsMicrochart0A1B0D2B8A234CE5923234CD03573361
Walkers Animated Pictogram,Wishyoulization,An animated pictographic bar chart for building visually appealing reports.,1.0.2.0,https://go.microsoft.com/fwlink/?linkid=2041178,https://www.wishyoulization.com/privacy-policy,https://www.wishyoulization.com/powerbi,10/22/2024,https://appsource.microsoft.com/en-us/product/power-bi-visuals/WA200000024,Not Certified,https://github.com/DataChant/PowerBI-Visuals-AppSource/blob/main/All%20Visuals/PBIVIZ%20with%20versions/wishyoulizationwalkers.1.0.2.0.pbiviz,wishyoulizationwalkers
Workforce,TheraTraq,Visualize your workforce in a tabular view.,1.1.0.0,https://sharepointwebpartassets.blob.core.windows.net/$web/EULA.pdf,https://sharepointwebpartassets.blob.core.windows.net/$web/PrivacyStatement.pdf,https://sharepointwebpartassets.blob.core.windows.net/$web/workforce-support.html,10/22/2024,https://appsource.microsoft.com/en-us/product/power-bi-visuals/WA200002132,Certified,https://github.com/DataChant/PowerBI-Visuals-AppSource/blob/main/All%20Visuals/PBIVIZ%20with%20versions/workforce7D37FF992D854E88AFF323AEE9CBCD90.1.1.0.0.pbiviz,workforce7D37FF992D854E88AFF323AEE9CBCD90
X-Bar Control Chart by PQ Systems,PQ Systems,An SPC chart for analysis of process stability of data containing multiple measurements per subgroup,1.1.303.1,https://www.pqsystems.com/quality-solutions/statistical-process-control/PI-VIZpack/license-agreement.php,https://www.pqsystems.com/quality-solutions/statistical-process-control/PI-VIZpack/privacy-policy.php,https://www.pqsystems.com/PowerBISupport,10/22/2024,https://appsource.microsoft.com/en-us/product/power-bi-visuals/WA200001023,Not Certified,https://github.com/DataChant/PowerBI-Visuals-AppSource/blob/main/All%20Visuals/PBIVIZ%20with%20versions/xbar42E8DF98F1244DB799B2A8A65DBCB226.1.1.303.1.pbiviz,xbar42E8DF98F1244DB799B2A8A65DBCB226
X-Bar and Range Control Chart by PQ Systems,PQ Systems,An SPC chart for analysis of process stability and variability of data with many values per subgroup,1.1.303.1,https://www.pqsystems.com/quality-solutions/statistical-process-control/PI-VIZpack/license-agreement.php,https://www.pqsystems.com/quality-solutions/statistical-process-control/PI-VIZpack/privacy-policy.php,https://www.pqsystems.com/PowerBISupport,10/22/2024,https://appsource.microsoft.com/en-us/product/power-bi-visuals/WA200000964,Not Certified,https://github.com/DataChant/PowerBI-Visuals-AppSource/blob/main/All%20Visuals/PBIVIZ%20with%20versions/xbarrange42E8DF98F1244DB799B2A8A65DBCB226.1.1.303.1.pbiviz,xbarrange42E8DF98F1244DB799B2A8A65DBCB226
egHeatmap,"egnite, Inc.",A heatmap table to see different values per row by color.,1.1.1.0,https://go.microsoft.com/fwlink/?linkid=2041178,https://egniteinc.github.io/eheatmap/privacy-policy.html,https://egniteinc.github.io/eheatmap/support.html,10/22/2024,https://appsource.microsoft.com/en-us/product/power-bi-visuals/WA200002818,Certified,https://github.com/DataChant/PowerBI-Visuals-AppSource/blob/main/All%20Visuals/PBIVIZ%20with%20versions/HeatmapBCEC51EC91F1405B85E51E91E7111FD8.1.1.1.0.pbiviz,HeatmapBCEC51EC91F1405B85E51E91E7111FD8
Advanced Toggle Switch by TME AG,TME AG,Show and hide multiple data fields with switch on/off,2.0.0.0,https://tme-ag.de/end-user-license-agreement,https://tme-ag.de/privacy-policy,https://tme-ag.de/tme-toggle-switch/#contact,10/21/2024,https://appsource.microsoft.com/en-us/product/power-bi-visuals/WA200002754,Not Certified,https://github.com/DataChant/PowerBI-Visuals-AppSource/blob/main/All%20Visuals/PBIVIZ%20with%20versions/advancedtoggleswitch.2.0.0.0.pbiviz,advancedtoggleswitch
Candlestick (Light Edition),北京敏捷艾科数据技术有限公司,A candlestick chart for analysis history data of the stock market,1.0.0.0,https://visuals.azureedge.net/app-store/Power%20BI%20-%20Default%20Custom%20Visual%20EULA.pdf,https://github.com/D-BI-TECH/Candlestick/blob/master/Privacy-Policy.markdown,https://github.com/D-BI-TECH/Candlestick,10/21/2024,https://appsource.microsoft.com/en-us/product/power-bi-visuals/WA200001667,Not Certified,https://github.com/DataChant/PowerBI-Visuals-AppSource/blob/main/All%20Visuals/PBIVIZ%20with%20versions/candlestick95A09604B9D14884B6622C3C64130FA5.1.0.0.0.pbiviz,candlestick95A09604B9D14884B6622C3C64130FA5
Comicgen,Gramener,"Comicgen adds comic characters whose emotion, pose, angle, etc can be controlled by data.",2.0.0.0,https://gramener.com/comicgen/eula.pdf,https://gramener.com/comicgen/#privacy,https://gramener.com/comicgen/#support,10/21/2024,https://appsource.microsoft.com/en-us/product/power-bi-visuals/WA200001420,Certified,https://github.com/DataChant/PowerBI-Visuals-AppSource/blob/main/All%20Visuals/PBIVIZ%20with%20versions/comicgen1058F16C30B888F41E2AE146D059FD5ACEE.2.0.0.0.pbiviz,comicgen1058F16C30B888F41E2AE146D059FD5ACEE
Definitive Logic PBI Clustered Column Chart with Custom Labels,Definitive Logic,A Clustered Column chart with advanced customization options.,1.3.1.0,https://www.definitivelogic.com/line-and-stacked-column-chart-with-table-visualization-license-terms/,https://www.definitivelogic.com/power-bi-custom-visual-privacy-policy/,https://www.definitivelogic.com/contact/,10/21/2024,https://appsource.microsoft.com/en-us/product/power-bi-visuals/WA200001785,Not Certified,https://github.com/DataChant/PowerBI-Visuals-AppSource/blob/main/All%20Visuals/PBIVIZ%20with%20versions/dlpbicolviz9DB36676E8424E35AC5F57458A84BACBX.1.3.1.0.pbiviz,dlpbicolviz9DB36676E8424E35AC5F57458A84BACBX
Image Pro by CloudScope,"CloudScope, LLC",Display beautiful data-bound images with tooltips and links using data from your Power BI reports.,3.1.0.0,https://www.cloudscope.io/support/custom-visualizations/eula,https://www.cloudscope.io/support/custom-visualizations/privacy,https://www.cloudscope.io/support/custom-visualizations/image,10/21/2024,https://appsource.microsoft.com/en-us/product/power-bi-visuals/cloudscopellc1581804531260.cloudscope_image_pro,Certified,https://github.com/DataChant/PowerBI-Visuals-AppSource/blob/main/All%20Visuals/PBIVIZ%20with%20versions/imagepro72F4F4C66B5C47EDB72C8CA5F4BFCD1A.3.1.0.0.pbiviz,imagepro72F4F4C66B5C47EDB72C8CA5F4BFCD1A
Lollipop Bar Chart,Nova Silva,Declutter your comparisons with a Lollipop chart,3.0.0.0,https://visuals.novasilva.com/eula/,https://visuals.novasilva.com/privacy-policy-custom-visuals/,https://visuals.novasilva.com/knowledge-base/kb-lollipop-bar-chart/introduction-lollipop-bar-chart/,10/21/2024,https://appsource.microsoft.com/en-us/product/power-bi-visuals/WA200002280,Certified,https://github.com/DataChant/PowerBI-Visuals-AppSource/blob/main/All%20Visuals/PBIVIZ%20with%20versions/lollipopBarChart29115F0ADEDB437DBCDF8E8A3E66E088.3.0.0.0.pbiviz,lollipopBarChart29115F0ADEDB437DBCDF8E8A3E66E088
Lollipop Column Chart,Nova Silva,Declutter your comparisons with a Lollipop chart,3.0.0.0,https://visuals.novasilva.com/eula/,https://visuals.novasilva.com/privacy-policy-custom-visuals/,https://visuals.novasilva.com/knowledge-base/category/kb-lollipop-column-chart/,10/21/2024,https://appsource.microsoft.com/en-us/product/power-bi-visuals/WA200002253,Certified,https://github.com/DataChant/PowerBI-Visuals-AppSource/blob/main/All%20Visuals/PBIVIZ%20with%20versions/lollipopColumnChart0D874BBC87DE40189C387BBA89739F6C.3.0.0.0.pbiviz,lollipopColumnChart0D874BBC87DE40189C387BBA89739F6C
P-Chart by PQ Systems,PQ Systems,An SPC chart for analyzing process behavior of data collected in proportions or percentages.,1.1.303.1,https://www.pqsystems.com/quality-solutions/statistical-process-control/PI-VIZpack/license-agreement.php,https://www.pqsystems.com/quality-solutions/statistical-process-control/PI-VIZpack/privacy-policy.php,https://www.pqsystems.com/PowerBISupport,10/21/2024,https://appsource.microsoft.com/en-us/product/power-bi-visuals/WA200000951,Not Certified,https://github.com/DataChant/PowerBI-Visuals-AppSource/blob/main/All%20Visuals/PBIVIZ%20with%20versions/pchart42E8DF98F1244DB799B2A8A65DBCB226.1.1.303.1.pbiviz,pchart42E8DF98F1244DB799B2A8A65DBCB226
Video by CloudScope,"CloudScope, LLC",Make your reports come alive with the power of video,2.1.0.1,https://www.cloudscope.io/support/custom-visualizations/eula,https://www.cloudscope.io/support/custom-visualizations/privacy,https://www.cloudscope.io/support/custom-visualizations/video,10/21/2024,https://appsource.microsoft.com/en-us/product/power-bi-visuals/cloudscopellc1581804531260.cloudscope_video,Not Certified,https://github.com/DataChant/PowerBI-Visuals-AppSource/blob/main/All%20Visuals/PBIVIZ%20with%20versions/video74F241B8CEFA4ACF83B2B50E9C36F725.2.1.0.1.pbiviz,video74F241B8CEFA4ACF83B2B50E9C36F725
YChart,北京上北智信科技有限公司,一个组件汇集各种常见图表可视化效果,1.3.0.0,https://go.microsoft.com/fwlink/?linkid=2041178,https://www.sharewinfo.com/privacy-cn.html,https://www.sharewinfo.com/support.html,10/21/2024,https://appsource.microsoft.com/en-us/product/power-bi-visuals/WA104381987,Not Certified,https://github.com/DataChant/PowerBI-Visuals-AppSource/blob/main/All%20Visuals/PBIVIZ%20with%20versions/swYChartFF863BFF67A045F09815915209BEA33A.1.3.0.0.pbiviz,swYChartFF863BFF67A045F09815915209BEA33A
Archilogic Floor Plan Visualization,Archilogic AG,The 3D Archilogic Floor Plan Power BI plugin,1.0.4.0,https://go.microsoft.com/fwlink/?linkid=2041178,https://www.archilogic.com/legal/privacy-policy-powerbi,https://archilogic.notion.site/Power-BI-plugin-documentation-d368fa2fe167449d9797453b4fa46815,10/18/2024,https://appsource.microsoft.com/en-us/product/power-bi-visuals/archilogicag1677131479811.archilogic-floor-plan-visualization,Not Certified,https://github.com/DataChant/PowerBI-Visuals-AppSource/blob/main/All%20Visuals/PBIVIZ%20with%20versions/floorPlanVisualizationA490C0576F6341F78AFFF9E2E83E7396.1.0.4.0.pbiviz,floorPlanVisualizationA490C0576F6341F78AFFF9E2E83E7396
Image by CloudScope,"CloudScope, LLC",Display beautiful data-bound images with tooltips and links using urls from your Power BI reports.,3.1.0.0,https://www.cloudscope.io/support/custom-visualizations/eula,https://www.cloudscope.io/support/custom-visualizations/privacy,https://www.cloudscope.io/support/custom-visualizations/image,10/18/2024,https://appsource.microsoft.com/en-us/product/power-bi-visuals/cloudscopellc1581804531260.cloudscope_image,Not Certified,https://github.com/DataChant/PowerBI-Visuals-AppSource/blob/main/All%20Visuals/PBIVIZ%20with%20versions/imageDB603108E3FF4EBFB8047F5653368E8C.3.1.0.0.pbiviz,imageDB603108E3FF4EBFB8047F5653368E8C
Strip Plot,Nova Silva,Get to know your data without hiding critical details: the Strip Plot,2.4.0.0,https://visuals.novasilva.com/eula/,https://visuals.novasilva.com/privacy-policy-custom-visuals/,https://visuals.novasilva.com/knowledge-base/category/kb-strip-plot/,10/18/2024,https://appsource.microsoft.com/en-us/product/power-bi-visuals/WA200002305,Certified,https://github.com/DataChant/PowerBI-Visuals-AppSource/blob/main/All%20Visuals/PBIVIZ%20with%20versions/stripPlotA5B9A107E9884EBD885C3FE5B203C176.2.4.0.0.pbiviz,stripPlotA5B9A107E9884EBD885C3FE5B203C176
Waterfall-Visual-Extended,Auxil Management GmbH,Waterfall for simple visualisation of deviations between bars and final values,3.4.0.2,https://go.microsoft.com/fwlink/?linkid=2041178,https://github.com/AuxilManagementGmbH/WasserfallExtended/blob/main/privacy_policy_en.md,https://github.com/AuxilManagementGmbH/WasserfallExtended/issues,10/18/2024,https://appsource.microsoft.com/en-us/product/power-bi-visuals/auxilmanagementgmbh1673370804317.auxilpartner_waterfall_extended,Certified,https://github.com/DataChant/PowerBI-Visuals-AppSource/blob/main/All%20Visuals/PBIVIZ%20with%20versions/waterfall2B5BF088815E42539E2C8CDAD646DB43.3.4.0.2.pbiviz,waterfall2B5BF088815E42539E2C8CDAD646DB43
Cohort Analysis By Office Solution,Office Solution,Cohort Analysis in Power BI is a visual tool to analyze the behavior of groups (cohorts) over time.,1.0.0.1,https://go.microsoft.com/fwlink/?linkid=2041178,https://innovationalofficesolution.com/assets/powerbi/Privacy-Policy-Chart-Cohort-Analysis.pdf,https://innovationalofficesolution.com/power-bi-custom-charts,10/17/2024,https://appsource.microsoft.com/en-us/product/power-bi-visuals/officesolution1640276900203.cohort_analysis_by_office_solution,Not Certified,https://github.com/DataChant/PowerBI-Visuals-AppSource/blob/main/All%20Visuals/PBIVIZ%20with%20versions/CohortAnalysisByOfficeSolution.1.0.0.1.pbiviz,CohortAnalysisByOfficeSolution
Comparison Bar Chart For Power Bi by ChartExpo,chartexpo.com,"Comparison Bar Chart, A beautiful and advance chart to compare data",1.0.0.4,https://www.chartexpo.com/home/termsofservice,https://www.chartexpo.com/ComparisonBarChartForPowerBPrivacyPolicy.htm,https://www.chartexpo.com/Home/Contact,10/17/2024,https://appsource.microsoft.com/en-us/product/power-bi-visuals/polyvista1585910805469.comparison_bar_chart_for_power_bi_by_chartexpo,Not Certified,https://github.com/DataChant/PowerBI-Visuals-AppSource/blob/main/All%20Visuals/PBIVIZ%20with%20versions/ComparisonBarChart3452210C48904866919150C8787E05EF.1.0.0.4.pbiviz,ComparisonBarChart3452210C48904866919150C8787E05EF
Donut Chart by JTA,JTA The Data Scientists,"Instantly visualize a clear breakdown of positive, neutral, and negative feedback with Donut Chart!",1.2.0.2,https://go.microsoft.com/fwlink/?linkid=2041178,https://www.thedatascientists.com/privacy-policy-4/,https://www.thedatascientists.com/contact-us/,10/17/2024,https://appsource.microsoft.com/en-us/product/power-bi-visuals/jtathedatascientists1592432854663.donut_chart,Not Certified,https://github.com/DataChant/PowerBI-Visuals-AppSource/blob/main/All%20Visuals/PBIVIZ%20with%20versions/donutChart3E5A7B2C1D4F6G8H9I0J1K2L3M4N5O6P.1.2.0.2.pbiviz,donutChart3E5A7B2C1D4F6G8H9I0J1K2L3M4N5O6P
Acterys Table Edit Preview,Managility,Acterys Table Edit Visual with AAD Support,1.0.1.2,https://go.microsoft.com/fwlink/?linkid=2041178,https://app.acterys.com/Home/PrivacyPolicy,https://knowledge.acterys.com/kb-tickets/new,10/15/2024,https://appsource.microsoft.com/en-us/product/power-bi-visuals/managility.test-acterystableedit-beta,Not Certified,https://github.com/DataChant/PowerBI-Visuals-AppSource/blob/main/All%20Visuals/PBIVIZ%20with%20versions/aPDimEditorTestPilot.1.0.1.2.pbiviz,aPDimEditorTestPilot
Easy SPC,BCN Group Ltd.,Easily create industry standard SPC Run and Control charts-all in one place. Click. Create. Analyse,1.0.4.1,https://go.microsoft.com/fwlink/?linkid=2041178,https://bcn.co.uk/easyspc-privacy-policy/,https://bcn.co.uk/contact/,10/15/2024,https://appsource.microsoft.com/en-us/product/power-bi-visuals/bcngroupltd1604339502593.easyspc,Certified,https://github.com/DataChant/PowerBI-Visuals-AppSource/blob/main/All%20Visuals/PBIVIZ%20with%20versions/EasySPCDE42F70C50C949188EB25DBC41F561DA.1.0.4.1.pbiviz,EasySPCDE42F70C50C949188EB25DBC41F561DA
Likert Scale Chart for Power BI by ChartExpo,chartexpo.com,Visualize your survey result instantly with an intuitive Likert Scale Chart,1.0.2.5,https://www.chartexpo.com/home/termsofservice,https://www.chartexpo.com/LikertscalechartForPowerBPrivacyPolicy.htm,https://www.chartexpo.com/Home/Contact,10/15/2024,https://appsource.microsoft.com/en-us/product/power-bi-visuals/polyvista1585910805469.likert_scale_chart_for_power_bi_by_chartexpo,Not Certified,https://github.com/DataChant/PowerBI-Visuals-AppSource/blob/main/All%20Visuals/PBIVIZ%20with%20versions/LikertScaleChartPowerBI3216FBCE8C764D4E9A921234575A381.1.0.2.5.pbiviz,LikertScaleChartPowerBI3216FBCE8C764D4E9A921234575A381
Sankey Diagram for Power BI by ChartExpo,chartexpo.com,"Find out why 300,000+ users love ChartExpo. Experience the ChartExpo Sankey Diagram Difference.",1.0.1.3,https://www.chartexpo.com/home/termsofservice,https://www.chartexpo.com/SankeyDiagramForPowerBPrivacyPolicy.htm,https://www.chartexpo.com/Home/Contact,10/15/2024,https://appsource.microsoft.com/en-us/product/power-bi-visuals/polyvista1585910805469.sankey_diagram_for_power_bi_by_chartexpo,Not Certified,https://github.com/DataChant/PowerBI-Visuals-AppSource/blob/main/All%20Visuals/PBIVIZ%20with%20versions/chartexposankeydiagramD70B8BC1836C4420A7BFCE36F48EE4BE.1.0.1.3.pbiviz,chartexposankeydiagramD70B8BC1836C4420A7BFCE36F48EE4BE
Sunburst,Microsoft Corporation,Multilevel donut chart for effectively visualizing hierarchical data,2.6.0.0,https://visuals.azureedge.net/app-store/Power%20BI%20-%20Default%20Custom%20Visual%20EULA.pdf,https://go.microsoft.com/fwlink/?LinkID=627541,https://aka.ms/customvisualscommunity,10/15/2024,https://appsource.microsoft.com/en-us/product/power-bi-visuals/WA104380767,Certified,https://github.com/DataChant/PowerBI-Visuals-AppSource/blob/main/All%20Visuals/PBIVIZ%20with%20versions/Sunburst1445472000808.2.6.0.0.pbiviz,Sunburst1445472000808
Tornado chart,Microsoft Corporation,Comparing the relative importance of variables between two groups,3.0.5.0,https://visuals.azureedge.net/app-store/Power%20BI%20-%20Default%20Custom%20Visual%20EULA.pdf,https://go.microsoft.com/fwlink/?LinkID=627541,https://community.powerbi.com/,10/15/2024,https://appsource.microsoft.com/en-us/product/power-bi-visuals/WA104380768,Certified,https://github.com/DataChant/PowerBI-Visuals-AppSource/blob/main/All%20Visuals/PBIVIZ%20with%20versions/TornadoChart1452517688218.3.0.5.0.pbiviz,TornadoChart1452517688218
Seasonal Chart,Vector Forge,"Plot time-series data, identify patterns, and compare year-over-year trends with ease",2.2.0.0,https://go.microsoft.com/fwlink/?linkid=2041178,https://www.powerbi-seasonality-chart.com/privacy-policy,https://www.powerbi-seasonality-chart.com/,10/14/2024,https://appsource.microsoft.com/en-us/product/power-bi-visuals/vector-forge.seasonality-chart,Not Certified,https://github.com/DataChant/PowerBI-Visuals-AppSource/blob/main/All%20Visuals/PBIVIZ%20with%20versions/seasonalityChart99EEE478065D4F99853120DEFFBC4A15.2.2.0.0.pbiviz,seasonalityChart99EEE478065D4F99853120DEFFBC4A15
ADWISE Advanced Column,Adwise s.r.o.,"Compare time periods, categories or quantities in column chart with ease. Visual by ADWISE.",1.0.1.0,https://www.adwise.cz/adwise-visuals-terms-conditions-license-information/?lang=en,https://www.adwise.cz/adwise-visuals-privacy-policy/?lang=en,https://www.adwise.cz/advanced-column/,10/11/2024,https://appsource.microsoft.com/en-us/product/power-bi-visuals/adwisesro1585903094810.advancedcolumn,Certified,https://github.com/DataChant/PowerBI-Visuals-AppSource/blob/main/All%20Visuals/PBIVIZ%20with%20versions/adwiseVisual73804AE4264848C8BCD67A31A0791811.1.0.1.0.pbiviz,adwiseVisual73804AE4264848C8BCD67A31A0791811
