Visual Name,Publisher,GUID,Latest Version,Is Certified,Popularity,Risk Level,Risk Score,Author Findings,Library Findings,Dynamic Code (Author),Network Access (Author),DOM Manipulation (Author),Sensitive Access (Author),Informational (Author),Web Access Permission,Export Content Permission,Local Storage Permission,AAD Auth Permission,External JS Count,Detected Libraries,API Version,Has GPL License,Versions Scanned,Findings Resolved in Latest
2WriteBack,2BIT AG,TwoWriteBack25320C54F4184F8EA42E7B7D8A4A928F,2.1.5.0,False,0.412,High,58,19,2,0,3,11,2,3,True,True,False,False,0,Globalize,5.2.0,False,2,0
Bridger Visual by BI Samurai,BI Samurai,bridgerD8CB416F36CC423C89869CE1EED51EFB,1.0.3.0,True,0.411,High,18,3,1,0,0,3,0,0,True,False,False,False,0,,5.1.0,False,2,0
Acterys Table Edit Preview,Managility,aPDimEditorTestPilot,1.0.6.0,False,0.395,High,97,118,25,2,4,44,3,65,True,True,True,True,0,jQuery; Moment.js; Leaflet; Quill; Globalize; NumPy / Numeral.js; JSZip; DevExtreme,5.10.0,True,11,0
TheraTraQ Pipeline Diamond,TheraTraq,pipelineVariation2F63E952B62F640B082C360CB29E75360,1.0.4.0,True,0.395,High,59,13,5,3,1,3,0,6,False,False,False,False,0,,2.6.0,False,2,0
BlueDot Recent News Visual,BlueDot Inc.,bluedotRecentNews56C8EEC8933543F8A2C7E2A8B0592DF9,1.0.0.2,False,0.358,High,17,5,4,0,0,3,0,2,False,False,False,False,0,Moment.js,3.8.0,False,2,0
时勤Echart-Bar,上海时勤信息科技有限公司,bar010B4EA6F32774BA1AFDC6E3E005A3168,1.0.0.2,False,0.349,High,18,23,1,0,0,11,0,12,False,False,False,False,0,ECharts; Leaflet,5.10.0,False,1,0
Dumbbell Column Chart (standard),PBIVizEdit.com,dumbbellcolumnchartF0D6CE8D5CEEC89770B757921389A469,5.1.0.0,False,0.34,High,43,24,2,0,1,12,0,11,False,False,False,False,0,jQuery; Leaflet; Plotly.js; Globalize; TopToJSON / TopoJSON,5.3.0,False,2,0
Go To Stratum,Silvon Software Inc,SilvonStratumURL5B92FF65D6364D26B9994FF1E152159A,1.0.3.0,True,0.34,High,22,4,4,2,0,0,0,2,False,False,False,False,0,,5.10.0,False,3,0
PlanIn BI Table,B2 d.o.o.,planinbitable254B65FAF3454F92862CBA877A9F88C6,3.0.0.7,False,0.334,High,51,22,0,0,4,13,0,5,True,True,False,True,0,NumPy / Numeral.js,5.10.0,False,5,0
PlanIn BI Comments,B2 d.o.o.,planinbicomments254B65FAF3454F92862CBA877A9F88C6,3.0.0.5,False,0.308,High,51,56,2,0,4,36,0,16,True,True,False,True,0,,5.10.0,False,4,0
Heatmap Chart (Standard),PBIVizEdit.com,heatmap453A07F28F01EE72753E360387DD1430,1.0.0.0,False,0.286,High,53,28,1,2,0,12,0,14,False,False,False,False,0,jQuery; Leaflet; Plotly.js; Globalize; TopToJSON / TopoJSON,5.3.0,False,1,0
时勤Echart-Basic_Scatter_Chart,上海时勤信息科技有限公司,scatter010B4EA6F32774BA1AFDC6E3E005A3168,1.0.0.0,False,0.277,High,18,23,1,0,0,11,0,12,False,False,False,False,0,ECharts,5.10.0,False,1,0
Storage Explorer,Creative Data,storageExplorer07DE7AC324AD4D1FA25A8B0B27524885,1.0.0.2,False,0.275,High,89,204,4,2,5,8,0,189,True,True,False,False,0,Bootstrap,5.7.0,False,3,0
Razor PBI Visual,Praemo,Razor1DD61834CFEF472393619573EEAA2649,1.0.1.0,False,0.235,High,63,57,8,0,4,22,0,31,False,False,False,False,0,jQuery; Leaflet; Mapbox GL JS; Plotly.js; TopToJSON / TopoJSON,3.8.0,False,2,0
Charturo Interactive Line Chart,Mi4 Corporation,F5ABBE45C204DE0A9928A7114DF4B37,1.1.2.0,False,0.234,High,90,42,4,3,23,6,1,9,False,False,False,False,0,,2.6.0,False,2,0
Dumbbell Column Chart (Pro),PBIVizEdit.com,dumbbellcolumnchartE2AF507F0CA93D12B4C406FFB5315BAF,5.2.1.4,True,0.202,High,43,27,1,0,1,12,0,14,False,False,False,False,0,jQuery; Leaflet; Plotly.js; Globalize; TopToJSON / TopoJSON,5.3.0,False,3,0
时勤Echart-Bar_Chart_with_Negative_Value,上海时勤信息科技有限公司,bar060B4EA6F32774BA1AFDC6E3E005A3168,1.0.0.0,False,0.194,High,18,23,1,0,0,11,0,12,False,False,False,False,0,ECharts; Leaflet,5.10.0,False,1,0
UnAvoids,MESC LABS,vaadcustomvisual749903E64ED446A1A3F82B54242EE133,2.0.0.2,False,0.149,High,63,10,0,0,3,7,0,0,True,False,False,False,0,,5.1.0,False,3,1
PlanIn BI Revision,B2 d.o.o.,planinbiactivity254B65FAF3454F92862CBA877A9F88C6,3.0.0.3,False,0.148,High,54,36,2,0,3,11,0,22,True,True,False,True,0,,5.10.0,False,2,0
"accoMASTERDATA Enterprise - Writeback, MDM, Masterdata, Table",Accobat A/S,accoMASTERDATA_4DAA52ABFBF441E2A7898A79384CAFB0,1.1.13.1,False,0.106,High,120,74,5,17,20,10,6,21,True,True,True,True,0,jQuery; Leaflet; Globalize,5.11.0,False,3,0
The Wedge,FlashBI,wedgeFBB15A43DE6445D1809AB1B3861EF165,1.0.0.0,False,0.099,High,18,5,0,0,0,5,0,0,True,False,False,False,0,,5.11.0,False,1,0
3DBar Graph by IFour,iFour Technolab Inc,barChart3D9F6B456A3E4B4A1B8D8F2D3A4B5C6D7E,1.0.0.1,False,0.0,High,15,3,0,0,0,3,0,0,False,False,False,False,0,Globalize,5.10.0,False,1,0
ABIT-BANZAE BI - Balance Sheet,Banzae Dooel,banzae_balance_sheet_6857E8E7D4D24913A06D40CC001EE24B,1.0.0.1,True,0.0,High,17,8,2,0,0,6,0,2,False,True,False,False,0,Leaflet; Globalize,5.11.0,False,1,0
AI Echarts by SWHK,sharewinfohk,AIEcharts1DCB03559EA84A4DA042B4657167F113,1.0.0.0,False,0.0,High,78,71,6,2,3,26,0,40,True,False,False,False,0,jQuery; ECharts; Leaflet; Mapbox GL JS; Globalize; CodeMirror,5.11.0,False,1,0
AdvancedToggleSwitchbyTMEAG.advancedtoggleswitch,TME AG,advancedtoggleswitch,2.0.0.0,False,0.0,High,81,47,6,4,3,4,0,36,False,False,False,False,0,jQuery,3.2.0,False,2,0
Arx Circle Bar,Arxscan Info,circleBarF6B522FEB5C24FCD8DEF840EED8C8F29,1.0.0.2,True,0.0,High,15,3,0,0,0,3,0,0,False,False,False,False,0,,5.11.0,False,1,0
Arx Packed Bubble,Arxscan Info,testViz5532A911A7C245CB96D292C12FF0D622,1.0.0.3,True,0.0,High,15,3,0,0,0,3,0,0,False,False,False,False,0,,5.10.0,False,1,0
Arx Sankey,Arxscan Info,sankyCDF055826A7445B69EA680115F2C1B2F,1.0.0.0,True,0.0,High,15,3,0,0,0,3,0,0,False,False,False,False,0,,5.11.0,False,1,0
Arx Venn,Arxscan Info,vennA529AC1DE357480E8FDFA5B95F116E1F,1.0.0.2,True,0.0,High,15,3,0,0,0,3,0,0,False,False,False,False,0,,5.11.0,False,1,0
Astral AI Narrative,Astral Insights,duke_astral_narrative,1.8.1.0,False,0.0,High,30,6,0,0,1,3,0,2,True,False,False,True,0,,5.11.0,False,2,0
AttributeSlicer1652434005853,Microsoft,AttributeSlicer1652434005853,2.1.2.0,False,0.0,High,76,46,27,2,4,15,0,25,False,False,False,False,0,d3.js; jQuery; Globalize,1.11.0,False,2,0
BENE.BIZ Multi-Card KPIs,Alexander Rezun,MultiCardKPIsC5A9F4E3B7D64A3F9E27B8D9C6A45F12,1.0.2.0,False,0.0,High,46,8,1,2,0,3,1,2,True,False,False,False,0,Globalize,5.11.0,False,2,0
BENE.BIZ Tile Search Slicer,Alexander Rezun,TileSearchSlicerE3A7B9F24C8941C0A1F5D7B83C9E2F46,1.0.0.0,True,0.0,High,18,20,3,0,0,5,0,15,False,False,False,False,0,Globalize,5.11.0,False,1,0
BENE.BIZ Toggle Switch,Alexander Rezun,ToggleSwitchA3F1C2B48E7D4EFC9A0D3D3E6B59C712,1.0.9.0,True,0.0,High,42,41,5,2,0,3,1,35,False,False,False,False,0,Globalize,5.11.0,False,2,0
BFVZ PowerGantt,BFVZ LLC,BFVZPowerGantt,5.7.10.0,False,0.0,High,15,3,0,0,0,3,0,0,False,False,True,False,0,,5.11.0,False,1,0
BFVZ PowerHealth,BFVZ LLC,bfvzPowerHealth3A7F29C1,5.8.0.0,False,0.0,High,15,3,0,0,0,3,0,0,False,False,True,False,0,Leaflet,5.11.0,False,1,0
Balance Sheet Xerppa,Gestión y Finanzas 365 SL,xerppabalancesheet,1.0.0.1,True,0.0,High,17,5,0,0,0,3,0,2,False,False,False,False,0,,5.10.0,False,1,0
BarTable Chart,艾扩（上海）信息技术有限公司,BarTable11014CC84C70456181DD98B2EC832003,1.0.0.0,False,0.0,High,15,8,0,0,0,8,0,0,False,False,False,False,0,Globalize,5.10.0,False,1,0
Bullet Chart by Dunboxed,Dunboxed,bulletChart63D691B409F54DA593E5BA5FEAB103BC,1.0.0.3,True,0.0,High,15,3,0,0,0,3,0,0,False,False,False,False,0,,5.10.0,False,1,0
Bump Chart and Rankings - ChartPad,ChartPad,bumpChartB48F185DA6DB46AB89E89E3C66CAF28C,1.0.0.7,True,0.0,High,15,3,0,0,0,3,0,0,False,False,False,False,0,Globalize,5.11.0,False,3,0
Calendar,ChartPad,CalendarVisualb7f3c2a1d4e5f6a7b8c9d0e1f2a3b4c5,1.0.0.2,False,0.0,High,17,8,0,0,0,6,0,2,False,False,False,False,0,Leaflet; Globalize,5.11.0,False,1,0
Calendar Heatmap for Power BI,Datayaga,calendarHeatmapVisualA1B2C3D4E5F6A7B8C9D0E1F2A3B4C5D6,2.0.5.0,False,0.0,High,15,3,0,0,0,3,0,0,False,False,False,False,0,,5.10.0,False,1,0
CardBrowser,Microsoft,CardBrowser8D7CFFDA2E7E400C9474F41B9EDBBA58,2.0.0.0,False,0.0,High,88,32,538,1,3,24,0,4,False,False,False,False,0,jQuery; Moment.js,2.6.0,False,2,0
Cartogram,relevantVisuals,cartogram,1.0.0.2,False,0.0,High,18,6,0,0,0,3,0,3,False,False,False,False,0,jQuery; Leaflet; Globalize,5.10.0,False,3,0
China MAP 中国地图,艾扩（上海）信息技术有限公司,ChinaMap20339A0054AB4C78875B21FD620C4B82,1.0.0.2,False,0.0,High,28,30,1,1,0,16,0,13,False,False,False,False,0,ECharts,5.10.0,False,2,0
Circular Gauge,PoliteMail Software,politemailb8e3f237d2934ae2ac617d4524990658,1.2.0.4,False,0.0,High,47,8,3,3,0,3,0,2,False,False,False,False,0,,5.11.0,False,1,0
ClusterMap,Microsoft (experimental),ClusterMap1652434605854,1.2.0.0,False,0.0,High,22,4,982,1,1,0,0,2,False,False,False,False,0,jQuery; PowerBI Visuals Utils; Globalize,1.11.0,False,1,0
Color Map by SWHK,SHAREWINFO HK LIMITED,colorMapB62CDE518BD14121B7B1AEFBD3B996A8,2.0.4.0,True,0.0,High,31,52,3,1,0,13,0,38,False,False,False,False,0,ECharts,5.11.0,False,2,0
Comparison Table,NeenOpal Inc,comparisonTable97CE315D158843019602B15CF4A4063F,1.0.0.2,True,0.0,High,15,3,1,0,0,3,0,0,False,False,False,False,0,Globalize,5.10.0,False,1,0
ComparisonChartFree.comparisonChartByMogular,mogular GmbH,comparisonChartByMogular,1.0.9.0,False,0.0,High,53,11,5,2,0,6,0,3,False,False,False,False,0,jQuery; Leaflet,2.6.0,False,2,0
Contextual Message Bars,Doccrs Analytics,PBIMessageBars7AD84BE9472948BCBC7B860DEEE51D16,1.0.0.4,False,0.0,None,0,0,0,0,0,0,0,0,False,False,False,False,0,,5.11.0,False,1,0
Control Chart (SPC),iSPC,spc24B4E49A30FCE40ED9A9AD7D15BB67932,1.0.0.3,True,0.0,High,15,3,0,0,0,3,0,0,False,False,False,False,0,Globalize,5.11.0,False,1,0
Cross Table,Socio Data Management,sdmPbiTable78C63D3ED55C41ECB9F4B21D24D6AB3F,3.4.6.9,True,0.0,Low,6,55,8,0,0,0,1,54,False,True,False,False,0,JSZip,5.11.0,True,2,0
Customable Table,Data SL Consulting,monTableauPersoCF0BED4C19044D588EBF656397EF1EB4,1.0.0.3,True,0.0,None,0,0,0,0,0,0,0,0,False,False,False,False,0,,5.10.0,False,1,0
DGA Fault Triangles,ReadyViz.com,dgaTriangleE7078037046D44A98F8C68F9334D55F4,1.0.0.9,True,0.0,High,15,3,0,0,0,3,0,0,False,False,False,False,0,Globalize,5.10.0,False,1,0
DataCube 3D,RathinagiriSubbiah,dataCube19740818,1.0.0.5,False,0.0,Low,3,18,0,0,0,0,0,18,False,False,False,False,0,Globalize,5.11.0,False,1,0
DataMaExtension,DataMa,DataMaExtension,1.3.9.1,False,0.0,High,126,201,13,7,30,97,0,67,True,False,False,False,0,d3.js; jQuery; Leaflet; Mapbox GL JS; Plotly.js; TopToJSON / TopoJSON,5.1.0,False,1,0
Date Range Selector,Tambla Limited,dateSel4A1A0033E6F54D1B809B6E51058D54E3,3.2026.1.27,True,0.0,High,21,45,3,0,0,6,0,39,False,False,False,False,0,Globalize,5.11.0,False,2,0
Date Slicer by SWHK,sharewinfohk,dateSlicer42980DDE81084DD78C41F87CD03E5C0C,1.0.4.0,True,0.0,High,36,39,3,0,1,12,0,26,False,False,False,False,0,jQuery; Leaflet; Globalize,5.11.0,False,1,0
Datellers Data Play,DATELLERS PRIVATE LIMITED,dataPlayE81CB015D0314A9F8B550AD020CC03F7,1.0.2.0,True,0.0,High,38,8,2,2,0,3,1,2,False,False,False,False,0,Globalize,5.11.0,False,3,0
Datellers Sunray Chart,DATELLERS PRIVATE LIMITED,sunRayChartE25F330002A4482B826CD486F8BBECA5,1.0.2.0,True,0.0,High,15,3,1,0,0,3,0,0,False,False,False,False,0,Globalize,5.11.0,False,2,0
Datepicker by Solverix,Solverix,datepickerSlicer2C74C1CC18954578B4EDBB55AB82F91D,1.3.0.1,True,0.0,Low,3,17,1,0,0,0,0,17,False,False,False,False,0,Leaflet,5.10.0,False,1,0
Decision Board,"CloudScope, LLC",decisionBoardVisualFFFC38079E2F433FBBFD05B88B1E2769,1.0.1.0,False,0.0,High,18,3,0,0,0,3,0,0,True,True,False,False,0,Globalize,5.11.0,False,1,0
Donut,r42,donutE4A86F3675B84D178C45F7E034E25D6A,1.1.1.502,False,0.0,High,16,15,2,0,0,14,0,1,False,True,False,False,0,Globalize,5.11.0,False,2,1
Drill Down Bubble PRO (Filter) by ZoomCharts,ZoomCharts,ZoomChartsDrillDownBubblePro2B1E93FCC33E4BE6A2BF7A8B1AA7FACA,1.9.92.0,True,0.0,High,18,56,6,1,0,0,2,53,False,False,False,False,0,Leaflet; Globalize,5.9.0,False,7,0
Dynamic Date Slicer,Clear iQ Analytics,FixedDateSlicer123,1.0.0.10,True,0.0,High,18,22,2,0,0,6,0,16,False,False,False,False,0,,5.10.0,False,3,0
Dynamic-URL-Image-Visual,Anurit,urlImageVisualF94A94ED19DC4BDDA37647D0E682CAEF,1.0.0.4,False,0.0,Low,3,0,0,0,0,0,0,0,True,False,False,False,0,,5.11.0,False,1,0
ECS Milestone Trend,ECS,milestonetrend323179F2B09B4FF0BD58BC9DD2276055,1.1.3.0,True,0.0,High,15,3,0,0,0,3,0,0,False,False,False,False,0,Globalize,5.10.0,False,2,0
EESTIOFINSA Category Dynamic Table,Mariano Jofre,Category_Dynamic_table,1.0.0.6,False,0.0,High,17,6,0,0,0,4,0,2,False,False,False,False,0,,5.10.0,False,1,0
FacetKey.FacetKey1642434105454,Microsoft (experimental),FacetKey1642434105454,1.1.4.0,False,0.0,High,62,17,224,0,4,11,0,2,False,False,False,False,0,jQuery; PowerBI Visuals Utils; Globalize,1.11.0,False,1,0
Family Tree,WorkforceVision LTD,familyTree282714CECFB94A17B7B013A205F12310,1.0.0.9,False,0.0,High,73,49,0,1,4,38,0,6,False,False,False,False,0,,5.11.0,False,2,0
Fill Level Indicator Visual,Murat Mutlu,fillLevelVisual39008E68749D4DCABC425B929161A0D0,1.0.4.0,True,0.0,None,0,0,0,0,0,0,0,0,False,False,False,False,0,Globalize,5.10.0,False,2,1
Financial Matrix,SOAK A/S,soakFinancialVisual5DCCB1DE9CF948EC944940BA9DF2FDA3,1.0.4.11,False,0.0,Medium,10,1,0,1,0,0,0,0,False,False,False,False,0,Leaflet,5.10.0,False,1,0
Flexa Charts,FlexaIntel,flexacharts,1.1.0.24,False,0.0,High,18,15,3,0,0,3,0,12,False,True,True,False,0,Moment.js; Leaflet,5.10.0,False,6,0
FlexiMatrix,Precision BI Solutions,FlexiMatrix68FA63CBAD1547ACBEC544B4B7D4F358,1.1.0.0,False,0.0,High,83,51,7,1,4,14,0,32,True,False,False,False,0,jQuery; Leaflet; Mapbox GL JS; Plotly.js; TopToJSON / TopoJSON,5.10.0,False,1,0
FlexiPivot,PRECISION BI SOLUTIONS,FlexiPivot68FA63CBAD1547ACBEC544B4B7D4F358,1.7.1.0,True,0.0,High,33,25,1,0,0,14,0,11,False,False,False,False,0,jQuery; Leaflet; Plotly.js; TopToJSON / TopoJSON,5.10.0,False,3,1
Flow Map for Power BI,DataViz Studio,flowmapMapLibreB7F3A9D2E4C6,2.0.0.0,False,0.0,High,72,18,3,2,3,6,0,7,True,False,False,False,0,Mapbox GL JS,5.10.0,False,1,0
Gantt Chart,ChartPad,ganttB5863C5BD9EE494DBC8BC10C132053AD,1.0.1.3,True,0.0,High,15,3,0,0,0,3,0,0,False,False,False,False,0,,5.11.0,False,4,0
Geos BI - Free Advanced Mapping,Jonas Frei,geos_bi,1.0.1.0,False,0.0,High,39,10,0,0,2,7,0,1,True,False,False,False,0,Leaflet; Mapbox GL JS,5.11.0,False,3,0
Global Search,Diego Menezes Dias,GlobalSearch1A2B3C4D5E6F,1.2.1.0,True,0.0,High,15,12,0,0,0,12,0,0,False,False,False,False,0,,5.10.0,False,4,0
Globe Pro,WorkforceVision LTD,globe8585313B748643A98D26ACD825650D7C,1.0.0.7,False,0.0,High,55,44,1,1,2,8,0,33,False,False,False,False,0,,5.11.0,False,1,0
GlobeMap1447669447625,Microsoft,GlobeMap1447669447625,3.3.3.0,False,0.0,High,51,27,3,0,3,3,0,21,True,False,True,False,0,Globalize,5.9.0,False,3,0
Gradient Line Chart,Data SL Consulting,courbedegrade0E5B94303DBB4B71884B9B500B8496FB,1.0.0.3,True,0.0,None,0,0,0,0,0,0,0,0,False,False,False,False,0,Leaflet,5.10.0,False,1,0
Group waterfall by SWHK,sharewinfohk,groupwaterfall0DCB03559EA84A4DA042B4657167F1AB,1.0.4.0,False,0.0,High,28,40,3,1,0,18,0,21,False,False,False,False,0,ECharts; Leaflet; Globalize,5.11.0,False,1,0
GrowthRateChart.DjeeniGrowthRateChart_10300020A6CA2A4124B79C0FF6A4D9EE59,Djeeni BV,DjeeniGrowthRateChart_10300020A6CA2A4124B79C0FF6A4D9EE59,1.3.0.0,False,0.0,High,49,14,5,2,1,7,0,4,False,False,False,False,0,,3.6.0,False,1,0
Heatmap Chart (Pro),PBIVizEdit.com,heatmap6E37D8621FDC58E6A4C26F5C8550EBCF,1.0.1.1,True,0.0,High,53,28,1,2,0,12,0,14,False,False,False,False,0,jQuery; Leaflet; Plotly.js; Globalize; TopToJSON / TopoJSON,5.3.0,False,1,0
Hiblead RadarChart,HiBlead Inc.,hibReaderChart880E5E17CE3144C48984515838A9E2D9,1.0.0.15,True,0.0,High,15,3,0,0,0,3,0,0,False,False,False,False,0,,5.10.0,False,4,0
Image Gallery Pro for Power BI,Zynexia Angel Pacheco,tablaPaginada0DF63E80D7C94E7EBE4DD7E31611EAEA,1.1.1.0,False,0.0,High,20,5,0,0,0,3,0,2,True,False,False,False,0,,5.10.0,False,2,0
InfoCard20C2BF75F48447AC938F5C499D100557,Inservit LLC,InfoCard20C2BF75F48447AC938F5C499D100557,1.0.4.1,False,0.0,High,38,12,0,1,1,3,0,7,False,False,False,False,7,d3.js; Globalize,2.5.0,False,2,0
InfoGraphica by iFour,iFour Technolab Inc,InfoGraphicaC2D86B06DF7F4755A20E70A1B5118FAB,1.0.0.0,False,0.0,None,0,0,0,0,0,0,0,0,False,False,False,False,0,,5.10.0,False,1,0
Intelligent Integrated Chatbot Agent (IICA) for Power BI,InterraIT,iai_iica_powerbi,1.0.0.0,False,0.0,High,50,11,0,0,1,8,0,2,True,False,False,False,0,jQuery; Globalize,5.10.0,False,1,0
Interactive Panel,Time Impact AI,layout67094A5E430B4B6C9CFC89FDFAF2D40F,1.2.0.0,False,0.0,High,38,10,2,2,0,5,1,2,False,False,False,False,0,,5.10.0,False,2,0
JVIZ Gantt Chart 2.0,JINETT Inc.,ganttED74CB526C9546B6A22EAA0C1F93DD46,2.0.0.1,True,0.0,High,25,5,0,0,0,5,0,0,False,False,False,False,0,Leaflet; Globalize,5.11.0,False,1,0
K4 Analytics - Official,K4 Analytics Ltd,k4217CE0FC919C43CF9FD4AE5Eofficial,25.0.0.1775,False,0.0,High,28,2,0,0,2,0,0,0,True,True,True,True,0,,5.11.0,False,1,0
LLM AI Charts,CodeX Enterprises LLC,llmchart06709802FE6FA0A3B7343917444AE804,1.0.0.1,False,0.0,High,93,15,0,2,5,3,2,3,True,False,False,False,0,jQuery,5.11.0,False,1,0
Lightbox Gallery,Invenia,lightboxgallery,1.0.0.2,False,0.0,High,41,12,1,2,0,7,1,2,True,False,False,False,0,,5.10.0,False,1,0
Likert Scale Survey,r42,likertE4A86F3675B84D178C45F7E034E25D6A,1.0.0.507,False,0.0,High,18,19,2,0,0,16,0,3,False,True,False,False,0,Leaflet; Globalize,5.11.0,False,1,0
Mahaaya Super Slicer,Mahaaya LLC,slicer25FFE7327DD94242A1F24F6D86AB166E,1.0.0.2,False,0.0,High,18,8,0,0,0,5,0,3,False,False,False,False,0,,5.10.0,False,1,0
Maps Lite,relevantVisuals,maps_lite,1.0.0.2,False,0.0,High,18,6,0,0,0,3,0,3,False,False,False,False,0,jQuery; Globalize; TopToJSON / TopoJSON,5.10.0,False,1,0
Markdown Mermaid Renderer,Paul Moldmann,markdownMermaidRenderer,1.1.0.0,False,0.0,High,124,89,9,7,7,33,0,42,False,False,False,False,0,React; Leaflet; Bootstrap; DOMPurify,5.11.0,False,1,0
Markdown Visual,Aimplan AB,markdown094043B111794F2C815A4B97BA2D325B,1.0.9.0,False,0.0,High,56,63,7,0,1,27,0,35,True,False,False,False,0,Leaflet; DOMPurify,5.3.0,False,1,0
Matrix Table - LeapLytics Executive Series,LeapLytics GmbH,leaplyticsMatrixTable2AF307D165E84C818E9C0CDCB6643D6C,1.0.0.5,False,0.0,High,17,8,0,0,0,6,0,2,False,True,False,False,0,Moment.js; Leaflet,5.10.0,False,2,0
Merlin for Power BI,Cabrera Labs Inc.,MerlinV3A1B2C3D4E5F6A7B8C9D0E1F2A3B4C5,3.1.0.0,False,0.0,Medium,13,1,0,0,1,0,0,0,True,False,False,False,0,,5.10.0,False,1,0
Monthly VCS,Dunboxed,monthlycombovizB7F8CB4A472E4248BBC371C5C3157F56,1.0.1.6,True,0.0,High,26,5,0,1,0,3,0,1,False,False,False,False,0,Leaflet; Globalize,5.10.0,False,1,0
Monthly_VCS_Dunoxed,Dunboxed,monthlyvcsvizB7F8CB4A472E4248BBC371C5C3157F56,1.0.0.5,True,0.0,High,26,5,0,1,0,3,0,1,False,False,False,False,0,Leaflet; Globalize,5.10.0,False,1,0
MultiCardKPIsbyTMEAG.multicardkpis,TME AG,multicardkpis,1.1.0.0,False,0.0,High,52,7,4,3,2,0,0,2,False,False,False,False,0,jQuery,3.2.0,False,2,0
Nebula by BI Samurai,BI Samurai,nebulaVisualE8300A61FF3245F2AAC533CDB9B7260B,1.0.0.3,True,0.0,High,26,10,17,0,0,9,0,1,False,False,False,False,0,DOMPurify; Quill,5.3.0,False,1,0
Nested Bars,NeenOpal Inc,nestedBars578293FC1D324F5CA7440FB9344A25E3,1.0.0.0,False,0.0,High,16,7,1,0,0,6,0,1,False,False,False,False,0,Globalize,5.10.0,False,1,0
NetworkNavigator1550434005853,Microsoft (experimental),NetworkNavigator1550434005853,2.0.2.0,False,0.0,High,66,35,24,1,4,12,0,18,False,False,False,False,0,d3.js; jQuery; Globalize,1.11.0,False,2,0
OIXIO | Timeline Slicer,OIXIO Estonia,oixTimelineEBCA53AA6EAF429AA18CF5E2F4E6E3AD,3.0.0.2,True,0.0,High,23,20,2,0,0,4,0,16,False,False,False,False,0,,5.11.0,False,1,0
OrcaViz-LM,OrcaViz,OrcaViz_LM,4.0.7.0,True,0.0,High,30,19,6,1,0,13,0,5,False,False,True,False,0,jQuery; Leaflet; DOMPurify,5.11.0,False,2,4
OrcaViz_Core_50_PowerBI_Licenced_Visualisation,Symilarity Ltd,OrcaViz_Core_50_PowerBI_Licenced_Visualisation,2.3.0.0,False,0.0,High,136,82,14,4,11,40,2,25,True,False,False,False,0,jQuery; Leaflet,5.7.0,False,1,0
OrcaViz_Externally_Licenced_Visualisation_Enterprise_v2_1_0_0,Symilarity Ltd,OrcaViz_Externally_Licenced_Visualisation_Enterprise_v2_1_0_0,2.2.1.0,False,0.0,High,136,77,14,4,10,37,2,24,True,False,False,False,0,jQuery; Leaflet,5.7.0,False,1,0
OrcaViz_PowerBI_Licenced_Visualisation_Core_v2_1_0_0,Symilarity Ltd,OrcaViz_PowerBI_Licenced_Visualisation_Core_v2_1_0_0,2.2.1.0,False,0.0,High,136,77,14,4,10,37,2,24,True,False,False,False,0,jQuery; Leaflet,5.7.0,False,1,0
OrcaViz_Premium,Symilarity Ltd,OrcaViz_Premium,4.0.0.0,False,0.0,High,106,94,12,4,5,56,2,27,True,False,True,False,0,jQuery; Leaflet,5.10.0,False,1,0
OrcaViz_Starter,Symilarity Ltd,OrcaViz_Starter,4.0.0.0,False,0.0,High,106,94,12,4,5,56,2,27,True,False,True,False,0,jQuery; Leaflet,5.10.0,False,1,0
Organizational Chart,ChartPad,performanceFlowLite4D065F067E0243B99F249D8428909837,1.7.0.1,True,0.0,High,17,8,0,0,0,6,0,2,False,False,False,False,0,Globalize,5.11.0,False,4,0
P6 gantt chart by elwaha.net,Elwaha.net,p6GanttVisualAE185AE3152B4E76A50FFF8FB50FB766,1.0.0.1,False,0.0,High,15,3,0,0,0,3,0,0,False,False,False,False,0,,5.10.0,False,1,0
PBIGenie Horizontal Bar Chart,PBI Genie,pbigenie_hbc_solution_001,1.0.0.6,True,0.0,High,16,4,0,0,0,3,0,1,False,False,False,False,0,,5.2.0,False,4,0
Parliament Chart,ChartPad,parliament544886D08EFF4EE48B352842F1B02926,1.1.2.0,True,0.0,High,15,3,0,0,0,3,0,0,False,False,False,False,0,Globalize,5.11.0,False,4,0
Percentage Gauge,Iran Roberto Lima,basicGaugev2415E12DC6E3045019D0AAACF0F769A59,1.0.0.2,False,0.0,High,20,4,0,0,0,4,0,0,False,False,False,False,0,Globalize,5.10.0,False,1,0
Performance Bar by JTA,JTA The Data Scientists,perfomanceBarJTA,3.0.1.2,False,0.0,High,41,8,2,2,0,3,1,2,True,False,False,False,0,Globalize,5.10.0,False,1,0
Period Navigator,Minimal BI,periodnavigator1A2B3C4D5E6F7G,1.0.0.2,False,0.0,Low,1,1,0,0,0,0,0,1,False,False,False,False,0,,5.10.0,False,1,0
Pin Map,Data SL Consulting,carteperso6072D0091B54475C86AD0C3BF419D312,1.0.3.0,False,0.0,High,18,9,1,0,0,9,0,0,True,False,False,False,0,Leaflet,5.10.0,False,1,0
PlanIn BI - Data Refresh Service,B2 d.o.o.,planinbidatarefresh254B65FAF3454F92862CBA877A9F88C6,3.0.0.1,False,0.0,High,28,9,0,0,1,8,0,0,True,True,False,True,0,,5.10.0,False,4,0
